gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	ACHN_Shscramble_1	ACHN_Shscramble_2	ACHN_Shscramble_3	symbol	description	term	threshold
ENSG00000188042	26551.377	-0.56	0.037	-15.198	3.637404271178e-52	4.4570832197872e-50	21304.26	21887.23	21199.2	31471.54	31928.9	31517.14	ARL4C	ADP	ribosylation	TRUE
ENSG00000221869	954.816	-1.505	0.099	-15.19	4.09145354599505e-52	4.97887571166088e-50	479.22	555.89	456.89	1637.29	1244.61	1355	CEBPD	CCAAT	enhancer	TRUE
ENSG00000140105	4060.199	0.766	0.05	15.179	4.83556768724887e-52	5.84408163297989e-50	4912.22	5138.46	5287.03	3085.18	2894.04	3044.27	WARS	tryptophanyl-tRNA	synthetase	TRUE
ENSG00000140945	683.073	1.747	0.115	15.154	7.11696051067388e-52	8.54277334767623e-50	1274.86	1001.93	881.01	321.99	294.33	324.32	CDH13	cadherin	13	TRUE
ENSG00000188153	1047.819	-1.052	0.07	-15.122	1.15619749750774e-51	1.37845302996784e-49	657.27	708.36	679.55	1382.65	1432.46	1426.63	COL4A5	collagen	type	TRUE
ENSG00000177494	1787.329	1.197	0.079	15.1	1.61577373783071e-51	1.91344480563912e-49	2502.91	2599.53	2364.46	1185.88	919.14	1152.05	ZBED2	zinc	finger	TRUE
ENSG00000132669	3404.993	-0.722	0.048	-15.034	4.41225905239219e-51	5.19028739863068e-49	2589.39	2551.24	2570.74	4325.77	4257.19	4135.63	RIN2	Ras	and	TRUE
ENSG00000130147	6892.909	-0.663	0.044	-15.021	5.3851210409182e-51	6.29274574615905e-49	5336.49	5227.48	5446.07	8696.79	8441.04	8209.58	SH3BP4	SH3	domain	TRUE
ENSG00000113368	2028.508	0.914	0.061	14.963	1.28966545162338e-50	1.49711492722991e-48	2615.85	2608.06	2725.93	1479.45	1439.49	1302.27	LMNB1	lamin	B1	TRUE
ENSG00000142102	1559.334	-1.15	0.077	-14.956	1.42713304657659e-50	1.64586683704862e-48	1002.18	1003.83	900.29	1920.34	2353.61	2175.76	PGGHG	protein-glucosylgalactosylhydroxylysine	glucosidase	TRUE
ENSG00000165304	1546.407	1	0.067	14.948	1.59350395066926e-50	1.82580371490643e-48	2028.78	1952.73	2203.49	1041.72	1066.81	984.91	MELK	maternal	embryonic	TRUE
ENSG00000182795	789.834	1.394	0.093	14.928	2.15362792566012e-50	2.45166224182406e-48	1085.61	1229.22	1117.17	477.72	369.67	459.62	C1orf116	chromosome	1	TRUE
ENSG00000130816	3077.719	0.752	0.051	14.886	4.06079531623656e-50	4.59312393301244e-48	3909.02	3774.77	3903.82	2366.49	2225.03	2287.18	DNMT1	DNA	methyltransferase	TRUE
ENSG00000163513	3360.529	-0.783	0.053	-14.835	8.70031632995727e-50	9.77815806637554e-48	2534.45	2349.52	2526.4	4274.21	4382.75	4095.84	TGFBR2	transforming	growth	TRUE
ENSG00000136205	2894.024	-0.824	0.056	-14.802	1.41503456715089e-49	1.58027119856819e-47	1985.03	2238.72	2044.45	3700.74	3660.5	3734.7	TNS3	tensin	3	TRUE
ENSG00000131389	6551.133	-0.718	0.049	-14.774	2.15042788815075e-49	2.38643396769937e-47	4667.02	5159.29	5032.56	8017.04	8351.64	8079.25	SLC6A6	solute	carrier	TRUE
ENSG00000038427	35033.791	-0.602	0.041	-14.697	6.77332393235332e-49	7.4697062991484e-47	28147.59	27014.33	28326.32	42935.73	43073.13	40705.66	VCAN	versican	calcium	TRUE
ENSG00000105825	4403.465	-0.877	0.06	-14.651	1.32712699716478e-48	1.45448173074364e-46	3080.82	2902.58	3331.26	5814.7	5972.92	5318.52	TFPI2	tissue	factor	TRUE
ENSG00000148677	662.601	1.485	0.101	14.633	1.73678789442655e-48	1.89170508624422e-46	926.89	901.55	1099.82	394.59	323.46	329.3	ANKRD1	ankyrin	repeat	TRUE
ENSG00000100097	5843.672	0.928	0.064	14.591	3.22323950271655e-48	3.48920619787936e-46	7516.88	8330.82	7136.76	4012.2	3725.79	4339.58	LGALS1	galectin	1	TRUE
ENSG00000117632	4560.302	0.678	0.047	14.581	3.71110203428988e-48	3.99282898750274e-46	5523.7	5736.97	5578.13	3447.15	3455.57	3620.29	STMN1	stathmin	1	TRUE
ENSG00000175592	1800.377	0.916	0.063	14.569	4.45183433545609e-48	4.76076465752258e-46	2318.75	2510.52	2230.48	1260.59	1214.47	1267.45	FOSL1	FOS	like	TRUE
ENSG00000170540	7225.065	0.713	0.049	14.565	4.71710849379474e-48	5.01405899837398e-46	8709.32	8743.72	9474.24	5629.5	5518.87	5274.74	ARL6IP1	ADP	ribosylation	TRUE
ENSG00000135205	563.688	-1.383	0.095	-14.548	5.97959924455147e-48	6.31796578862938e-46	312.36	294.52	330.62	761.82	878.96	803.85	CCDC146	coiled-coil	domain	TRUE
ENSG00000080986	539.295	1.487	0.102	14.534	7.33978418871888e-48	7.7089578577348e-46	764.1	750.03	870.41	306.2	294.33	250.7	NDC80	NDC80	kinetochore	TRUE
ENSG00000123384	3088.487	-0.745	0.051	-14.533	7.51613931321713e-48	7.84747208175835e-46	2300.44	2356.15	2267.11	3963.8	3712.73	3930.69	LRP1	LDL	receptor	TRUE
ENSG00000101003	1084.396	1.065	0.073	14.516	9.60417719688691e-48	9.96857097876879e-46	1529.22	1358.01	1515.26	689.22	721.25	693.42	GINS1	GINS	complex	TRUE
ENSG00000168078	857.738	1.193	0.082	14.507	1.08995346758843e-47	1.12469175061976e-45	1219.92	1132.62	1227.05	560.85	536.42	469.57	NA	NA	NA	TRUE
ENSG00000136450	6298.951	0.643	0.044	14.495	1.30071574712263e-47	1.334367985929e-45	7799.73	7465.26	7774.87	5022.36	4939.26	4792.24	SRSF1	serine	and	TRUE
ENSG00000005187	1439.871	-0.98	0.068	-14.488	1.45245183123638e-47	1.48141691110786e-45	919.77	954.58	1031.38	1853	2020.1	1860.39	ACSM3	acyl-CoA	synthetase	TRUE
ENSG00000105373	5198.003	-0.758	0.052	-14.486	1.47695286623721e-47	1.48919047570032e-45	3930.39	4069.29	3588.62	6510.23	6421.94	6667.55	NOP53	NOP53	ribosome	TRUE
ENSG00000198826	1613.455	0.966	0.067	14.487	1.46907566602971e-47	1.48919047570032e-45	2092.88	2021.86	2287.35	1128	1111.01	1039.63	ARHGAP11A	Rho	GTPase	TRUE
ENSG00000121361	2783.625	-0.74	0.051	-14.469	1.9129204655579e-47	1.91781145538461e-45	2115.27	2073	2067.58	3507.13	3373.2	3565.58	KCNJ8	potassium	voltage-gated	TRUE
ENSG00000184661	494.197	1.415	0.098	14.43	3.33350080815825e-47	3.32314247231369e-45	730.52	678.06	747.99	274.64	282.27	251.7	CDCA2	cell	division	TRUE
ENSG00000073350	341.443	-1.631	0.113	-14.417	4.06572259764647e-47	4.03031883345348e-45	158.72	175.2	165.79	510.34	514.32	524.29	LLGL2	LLGL	scribble	TRUE
ENSG00000118705	4404.412	0.668	0.046	14.387	6.23968349941347e-47	6.15079415347211e-45	5497.25	5291.88	5428.72	3314.57	3481.69	3412.37	RPN2	ribophorin	II	TRUE
ENSG00000146670	916.353	1.139	0.079	14.375	7.47489302291256e-47	7.32747152162734e-45	1257.56	1221.64	1301.27	628.19	525.37	564.09	CDCA5	cell	division	TRUE
ENSG00000100401	3358.679	0.702	0.049	14.37	7.96137325397217e-47	7.76123928543309e-45	4222.39	4154.52	4104.31	2521.17	2510.31	2639.36	RANGAP1	Ran	GTPase	TRUE
ENSG00000137812	590.951	1.483	0.104	14.327	1.48826229168388e-46	1.44287846905286e-44	884.16	762.34	964.87	329.35	321.45	283.53	KNL1	kinetochore	scaffold	TRUE
ENSG00000188176	659.9	-1.344	0.094	-14.319	1.66613673790031e-46	1.60650178908475e-44	382.56	391.11	345.08	1005.94	845.81	988.89	SMTNL2	smoothelin	like	TRUE
ENSG00000125148	6369.217	0.891	0.062	14.298	2.26122523236842e-46	2.16844126223591e-44	8274.87	8632.92	7917.53	4270	4145.68	4974.3	MT2A	metallothionein	2A	TRUE
ENSG00000163535	786.078	1.283	0.09	14.283	2.77748003417758e-46	2.6491154163818e-44	1175.15	992.46	1175	481.93	469.11	422.82	SGO2	shugoshin	2	TRUE
ENSG00000257923	3835.537	-0.664	0.047	-14.277	3.05046135017695e-46	2.89383820020818e-44	2902.77	2972.66	3026.67	4757.19	4680.09	4673.85	CUX1	cut	like	TRUE
ENSG00000170144	12911.032	0.566	0.04	14.244	4.85600194581595e-46	4.58204033871243e-44	15354.25	15392.65	15489.98	10618.18	10505.35	10105.78	HNRNPA3	heterogeneous	nuclear	TRUE
ENSG00000136938	6400.677	0.661	0.047	14.209	8.02492346756986e-46	7.53190290347182e-44	7733.59	8099.75	7694.87	4971.85	4773.51	5130.49	ANP32B	acidic	nuclear	TRUE
ENSG00000198830	2613.581	0.724	0.051	14.2	9.11742976776462e-46	8.5120131350374e-44	3214.11	3227.4	3327.41	1955.07	1959.83	1997.68	HMGN2	high	mobility	TRUE
ENSG00000133112	65232.055	-0.513	0.036	-14.198	9.41036280663973e-46	8.73925535385042e-44	53711.88	53576.93	53952.74	75742.56	78569.1	75839.11	TPT1	tumor	protein,	TRUE
ENSG00000101210	8616.932	0.785	0.055	14.197	9.56286898370098e-46	8.83438865012585e-44	11206.13	11109.34	10399.59	6409.21	5821.24	6756.09	EEF1A2	eukaryotic	translation	TRUE
ENSG00000136492	698.2	1.175	0.083	14.195	9.85733332607022e-46	9.05899200721401e-44	990.99	926.17	986.08	446.15	428.93	410.88	BRIP1	BRCA1	interacting	TRUE
ENSG00000183098	1102.227	-1.114	0.079	-14.167	1.47082182356744e-45	1.34469694698692e-43	627.76	727.3	733.53	1547.85	1581.13	1395.79	GPC6	glypican	6	TRUE
ENSG00000089723	791.219	1.247	0.088	14.139	2.1950772342504e-45	1.99650194836847e-43	1220.93	1014.24	1104.64	500.87	446.01	460.62	OTUB2	OTU	deubiquitinase,	TRUE
ENSG00000166170	1750.644	-0.859	0.061	-14.127	2.58631135353249e-45	2.34028019656825e-43	1245.35	1216.9	1270.43	2209.71	2381.73	2179.74	BAG5	BCL2	associated	TRUE
ENSG00000163808	394.682	1.523	0.108	14.127	2.60675791454387e-45	2.3467471123534e-43	620.64	549.26	587.02	207.29	202.91	200.96	KIF15	kinesin	family	TRUE
ENSG00000168610	3664.84	-0.671	0.048	-14.1	3.78325114943193e-45	3.38860236201657e-43	2832.56	2849.54	2799.18	4503.6	4617.81	4386.33	STAT3	signal	transducer	TRUE
ENSG00000088832	4304.464	0.706	0.05	13.997	1.6355723441908e-44	1.45755929359831e-42	5569.49	5292.82	5150.15	3331.4	3144.17	3338.75	FKBP1A	FKBP	prolyl	TRUE
ENSG00000118785	63114.6	-0.671	0.048	-13.991	1.76962260325464e-44	1.56909501680544e-42	46925.53	48116.49	51046.56	74816.59	82254.71	75527.72	SPP1	secreted	phosphoprotein	TRUE
ENSG00000149136	5370.314	0.604	0.043	13.985	1.92205940699981e-44	1.69573691182558e-42	6417.02	6441.54	6573.84	4244.75	4226.05	4318.68	SSRP1	structure	specific	TRUE
ENSG00000101310	2984.182	0.725	0.052	13.97	2.36211335710358e-44	2.07360647692004e-42	3724.86	3590.1	3841.17	2292.84	2185.85	2270.27	SEC23B	SEC23	homolog	TRUE
ENSG00000112081	7113.432	0.596	0.043	13.965	2.55799809267396e-44	2.23444932402139e-42	8504.81	8538.22	8643.35	5572.68	5845.34	5576.19	SRSF3	serine	and	TRUE
ENSG00000111602	3529.042	0.702	0.05	13.948	3.23880681283995e-44	2.81520917303256e-42	4371.96	4311.72	4429.15	2816.85	2652.96	2591.61	TIMELESS	timeless	circadian	TRUE
ENSG00000182199	8967.826	0.644	0.046	13.886	7.74018420091579e-44	6.69487991299799e-42	10545.81	11029.79	11233.37	7093.17	6685.13	7219.69	SHMT2	serine	hydroxymethyltransferase	TRUE
ENSG00000161692	507.576	1.33	0.096	13.861	1.08661993231671e-43	9.35288229547728e-42	758	730.14	691.12	270.43	294.33	301.44	DBF4B	DBF4	zinc	TRUE
ENSG00000051341	636.634	1.303	0.094	13.825	1.79133508415835e-43	1.53239768991226e-41	923.84	855.15	938.84	400.9	381.72	319.35	POLQ	DNA	polymerase	TRUE
ENSG00000184731	1074.907	-1.105	0.08	-13.825	1.79771222335981e-43	1.53239768991226e-41	636.92	651.54	757.63	1402.64	1573.09	1427.62	FAM110C	family	with	TRUE
ENSG00000143870	13868.604	0.586	0.042	13.801	2.49686600716751e-43	2.11813464886879e-41	17211.08	16032.83	16702.57	11008.57	11327.05	10929.52	PDIA6	protein	disulfide	TRUE
ENSG00000174233	3851.8	-0.7	0.051	-13.726	7.08013084204434e-43	5.97745974678815e-41	2880.38	3027.58	2897.5	4561.47	4776.53	4967.33	ADCY6	adenylate	cyclase	TRUE
ENSG00000177728	487.92	-1.636	0.119	-13.724	7.28985306755149e-43	6.12521225604505e-41	195.35	257.59	259.29	635.55	816.68	763.06	TMEM94	transmembrane	protein	TRUE
ENSG00000117394	2409.772	0.731	0.053	13.717	8.04948041360295e-43	6.73142568237081e-41	3102.19	2913.94	3006.42	1821.43	1791.07	1823.58	SLC2A1	solute	carrier	TRUE
ENSG00000170044	1268.561	-1.11	0.081	-13.693	1.11811328284843e-42	9.3061834320097e-41	783.43	782.23	844.38	1703.58	1944.76	1552.98	ZPLD1	zona	pellucida	TRUE
ENSG00000101255	2468.024	0.81	0.059	13.678	1.37241396421407e-42	1.13691288256138e-40	3231.4	3129.86	3068.11	1834.06	1656.47	1888.24	TRIB3	tribbles	pseudokinase	TRUE
ENSG00000140450	749.513	-1.118	0.082	-13.664	1.65861325630421e-42	1.36758088352747e-40	471.08	482.03	465.57	997.53	1098.95	981.93	ARRDC4	arrestin	domain	TRUE
ENSG00000115163	556.778	1.311	0.096	13.66	1.75496904378096e-42	1.44029901290767e-40	812.94	744.35	823.18	352.5	294.33	313.38	CENPA	centromere	protein	TRUE
ENSG00000153707	2605.51	-0.797	0.058	-13.656	1.87140253056492e-42	1.52874526165824e-40	1966.72	1842.88	1900.82	3533.43	3227.55	3161.66	PTPRD	protein	tyrosine	TRUE
ENSG00000113140	19682.525	0.65	0.048	13.649	2.05107245204814e-42	1.66779600997187e-40	24059.5	23654.34	24413.82	15820.47	14243.19	15903.82	SPARC	secreted	protein	TRUE
ENSG00000048471	1196.539	-0.957	0.07	-13.636	2.44172291137912e-42	1.97633948492131e-40	825.15	826.74	788.48	1681.48	1570.08	1487.31	SNX29	sorting	nexin	TRUE
ENSG00000172660	5669.02	0.638	0.047	13.633	2.54149219255889e-42	2.0476999880229e-40	6847.4	7172.63	6685.66	4344.71	4552.52	4411.21	NA	NA	NA	TRUE
ENSG00000167711	361.33	-1.757	0.129	-13.603	3.83643712723591e-42	3.07699695954898e-40	144.48	208.34	141.69	544.01	547.47	581.99	SERPINF2	serpin	family	TRUE
ENSG00000122870	13923.007	-0.591	0.044	-13.593	4.3784227934794e-42	3.49580408103819e-40	11022.99	10869.75	11432.89	16809.58	17307	16095.83	BICC1	BicC	family	TRUE
ENSG00000074527	1450.044	-1.082	0.08	-13.578	5.40223101112307e-42	4.29380027888588e-40	791.57	997.2	1001.5	2055.03	1951.8	1903.17	NTN4	netrin	4	TRUE
ENSG00000048392	2417.82	-0.804	0.059	-13.574	5.67772897665174e-42	4.49164971392538e-40	1736.78	1719.76	1825.64	3233.54	3117.05	2874.15	RRM2B	ribonucleotide	reductase	TRUE
ENSG00000077152	979.631	0.951	0.07	13.574	5.70206594456949e-42	4.49164971392538e-40	1283	1308.76	1282	676.59	650.93	676.5	UBE2T	ubiquitin	conjugating	TRUE
ENSG00000172757	13146.399	0.72	0.053	13.563	6.65971810476734e-42	5.22269893149421e-40	15869.07	17131.36	16075.07	9872.14	9275.81	10654.94	CFL1	cofilin	1	TRUE
ENSG00000240694	2841.89	-0.792	0.059	-13.499	1.59215402092404e-41	1.24307777430109e-39	2113.23	1951.78	2178.43	3747.04	3653.47	3407.39	PNMA2	PNMA	family	TRUE
ENSG00000171848	2066.598	0.963	0.071	13.493	1.72196809687659e-41	1.33850780041354e-39	2709.45	2544.61	2941.84	1460.51	1482.68	1260.49	RRM2	ribonucleotide	reductase	TRUE
ENSG00000111052	329.427	-1.666	0.124	-13.488	1.84680459977708e-41	1.42924855978363e-39	151.6	181.83	139.77	534.54	500.25	468.58	LIN7A	lin-7	homolog	TRUE
ENSG00000153944	2407.816	-0.727	0.054	-13.481	2.0326329591583e-41	1.56619251372699e-39	1826.31	1838.14	1776.48	3063.08	3058.79	2884.1	MSI2	musashi	RNA	TRUE
ENSG00000100526	385.424	1.544	0.115	13.475	2.20412083410432e-41	1.69094400512047e-39	595.2	561.58	564.85	225.18	167.76	197.98	CDKN3	cyclin	dependent	TRUE
ENSG00000163453	7436.5	-0.672	0.05	-13.432	3.91682203266045e-41	2.99187553100838e-39	5548.12	5638.48	6019.6	9437.57	9314.98	8660.25	IGFBP7	insulin	like	TRUE
ENSG00000187840	1396.634	0.914	0.068	13.429	4.09082975886003e-41	3.11132289202954e-39	1805.96	1842.88	1824.68	1035.41	883.98	986.9	EIF4EBP1	eukaryotic	translation	TRUE
ENSG00000142230	3402.775	0.669	0.05	13.421	4.58020481862309e-41	3.468571417365e-39	4160.33	4035.2	4338.54	2646.39	2609.76	2626.43	SAE1	SUMO1	activating	TRUE
ENSG00000156970	979.89	1.183	0.088	13.4	6.05807137543059e-41	4.56814826578944e-39	1377.62	1274.67	1428.51	673.44	611.76	513.35	BUB1B	BUB1	mitotic	TRUE
ENSG00000138668	8924.296	0.549	0.041	13.384	7.50831965198914e-41	5.63762979827014e-39	10407.43	10708.76	10687.8	7124.74	7399.35	7217.7	HNRNPD	heterogeneous	nuclear	TRUE
ENSG00000105854	10612.109	-0.687	0.051	-13.383	7.58193985669072e-41	5.6687851174283e-39	7939.12	8115.85	8341.65	12201.81	13967.95	13106.28	PON2	paraoxonase	2	TRUE
ENSG00000168003	2998.013	0.749	0.056	13.373	8.72368020064547e-41	6.49490874010082e-39	3662.8	3931.97	3683.09	2211.81	2134.62	2363.79	SLC3A2	solute	carrier	TRUE
ENSG00000105875	481.292	-1.317	0.099	-13.367	9.38326772888998e-41	6.95662853261612e-39	280.81	268.95	277.61	637.66	731.3	691.43	WDR91	WD	repeat	TRUE
ENSG00000163683	1409.085	-0.986	0.074	-13.352	1.15494363594129e-40	8.52677006534896e-39	846.51	990.57	998.61	1874.04	1976.91	1767.86	SMIM14	small	integral	TRUE
ENSG00000012779	1117.586	-0.941	0.071	-13.323	1.70301882087458e-40	1.2520736289305e-38	746.8	786.96	762.45	1376.33	1512.82	1520.14	ALOX5	arachidonate	5-lipoxygenase	TRUE
ENSG00000109685	4755.338	0.658	0.049	13.32	1.77728418506222e-40	1.30125225914617e-38	6051.76	5572.19	5839.35	3800.7	3678.58	3589.45	NSD2	nuclear	receptor	TRUE
ENSG00000137154	42559.402	-0.49	0.037	-13.318	1.82894452027422e-40	1.33354239918342e-38	36052.11	34524.09	35631.77	49500.67	49790.4	49857.37	RPS6	ribosomal	protein	TRUE
ENSG00000106366	1113.099	1.315	0.099	13.295	2.47521453884857e-40	1.79733170938202e-38	1370.5	1850.45	1542.25	653.44	565.55	696.4	SERPINE1	serpin	family	TRUE
ENSG00000123975	1917.612	0.791	0.06	13.284	2.86323665056901e-40	2.07056601226599e-38	2430.67	2406.35	2456.03	1315.3	1476.66	1420.66	CKS2	CDC28	protein	TRUE
ENSG00000099250	4582.853	-0.618	0.047	-13.253	4.32734742340296e-40	3.11657327697735e-38	3639.4	3573.06	3635.86	5573.73	5716.76	5358.31	NRP1	neuropilin	1	TRUE
ENSG00000012171	421.064	-1.788	0.135	-13.197	9.12027774472577e-40	6.5417601953531e-38	155.67	249.06	161.94	656.6	604.73	698.39	SEMA3B	semaphorin	3B	TRUE
ENSG00000070814	3253.349	0.657	0.05	13.181	1.12206184847841e-39	8.01570093781441e-38	3926.32	3962.28	4056.12	2471.72	2484.2	2619.46	TCOF1	treacle	ribosome	TRUE
ENSG00000149636	853.928	1.007	0.076	13.176	1.20896851420932e-39	8.60171348113846e-38	1160.9	1077.69	1182.71	575.58	568.56	558.12	DSN1	DSN1	component	TRUE
ENSG00000162692	1785.919	-0.887	0.067	-13.168	1.34211940741679e-39	9.51072166420454e-38	1307.42	1162.92	1291.63	2197.08	2484.2	2272.26	VCAM1	vascular	cell	TRUE
ENSG00000125730	360.297	-1.622	0.123	-13.15	1.7085300766278e-39	1.2058805280839e-37	179.07	199.82	151.33	495.61	601.71	534.24	C3	complement	C3	TRUE
ENSG00000112715	2027.694	-0.768	0.058	-13.137	2.01813852242601e-39	1.41872726008793e-37	1524.13	1511.42	1466.1	2481.19	2698.16	2485.16	VEGFA	vascular	endothelial	TRUE
ENSG00000124145	6264.62	-0.581	0.044	-13.129	2.23851774471797e-39	1.56740657164875e-37	4917.31	5190.55	4953.52	7372.01	7612.31	7542.03	SDC4	syndecan	4	TRUE
ENSG00000100345	59924.179	0.646	0.049	13.106	3.03194102024265e-39	2.11456914237872e-37	72635.32	74708.45	72035.62	48618.89	42984.73	48562.06	MYH9	myosin	heavy	TRUE
ENSG00000197586	1609.753	0.789	0.06	13.098	3.39878881335889e-39	2.3610877406188e-37	2107.13	2021.86	1989.5	1146.94	1183.33	1209.75	ENTPD6	ectonucleoside	triphosphate	TRUE
ENSG00000049192	580.438	1.195	0.091	13.078	4.38633731407893e-39	3.03517340811461e-37	855.67	801.17	767.27	340.93	341.54	376.06	ADAMTS6	ADAM	metallopeptidase	TRUE
ENSG00000198959	3483.828	0.751	0.057	13.076	4.49880187517343e-39	3.10083433935293e-37	4707.71	4188.61	4218.05	2496.97	2683.09	2608.52	TGM2	transglutaminase	2	TRUE
ENSG00000115594	750.739	-1.148	0.088	-13.069	4.94498066889816e-39	3.39510443201198e-37	423.26	470.66	506.05	1102.75	1039.69	962.03	IL1R1	interleukin	1	TRUE
ENSG00000135424	523.423	-1.322	0.101	-13.055	5.97822938909154e-39	4.08859913064032e-37	262.5	326.72	307.49	690.27	784.54	769.03	ITGA7	integrin	subunit	TRUE
ENSG00000127824	1561.093	0.813	0.062	13.039	7.38036465229979e-39	5.02805151698185e-37	1936.2	2086.26	1946.13	1106.96	1122.06	1168.96	TUBA4A	tubulin	alpha	TRUE
ENSG00000179218	13832.196	0.587	0.045	13.029	8.39676359660853e-39	5.69849591008298e-37	16963.84	15942.87	16921.38	10908.6	11524.94	10731.55	CALR	calreticulin	complement	TRUE
ENSG00000079459	3251.323	0.664	0.051	13.024	8.97845191670031e-39	6.06991509847422e-37	3937.51	4033.3	3988.65	2501.18	2416.89	2630.41	FDFT1	farnesyl-diphosphate	farnesyltransferase	TRUE
ENSG00000196569	447.955	-1.594	0.123	-12.997	1.26962242441464e-38	8.51805615163357e-37	170.93	237.7	259.29	716.58	616.78	686.45	LAMA2	laminin	subunit	TRUE
ENSG00000197558	239.862	-2.089	0.161	-12.997	1.26534283074555e-38	8.51805615163357e-37	68.17	115.53	89.64	340.93	429.94	394.96	SSPO	SCO-spondin	peptidase	TRUE
ENSG00000123096	652.865	-1.133	0.087	-12.973	1.74507062486713e-38	1.16635496877956e-36	396.8	398.69	430.87	948.07	906.08	836.68	SSPN	sarcospan	NA	TRUE
ENSG00000100628	298.064	1.62	0.125	12.97	1.81269819165691e-38	1.20698338082212e-36	426.31	464.03	458.82	150.47	128.58	160.17	ASB2	ankyrin	repeat	TRUE
ENSG00000142619	21209.067	0.557	0.043	12.955	2.21148733558024e-38	1.46698097880877e-36	26112.7	25682.83	23964.64	17020.03	17193.49	17280.7	PADI3	peptidyl	arginine	TRUE
ENSG00000164400	141.457	2.843	0.22	12.945	2.49660891815789e-38	1.64991252288e-36	296.08	237.7	211.1	39.99	22.1	41.78	CSF2	colony	stimulating	TRUE
ENSG00000162366	3812.619	-0.694	0.054	-12.924	3.29375796713278e-38	2.16859549739022e-36	2819.34	3119.44	2800.15	4594.09	4755.43	4787.26	PDZK1IP1	PDZK1	interacting	TRUE
ENSG00000196924	41575.568	0.686	0.053	12.918	3.58321292378701e-38	2.35040119108631e-36	52298.65	50545.56	50978.12	34247.36	29036.87	32346.85	FLNA	filamin	A	TRUE
ENSG00000075624	67031.166	0.697	0.054	12.915	3.68267455752467e-38	2.40669602101936e-36	79879.53	88626.61	80210.52	52935.19	47306.2	53228.95	ACTB	actin	beta	TRUE
ENSG00000114796	1064.861	-0.926	0.072	-12.904	4.27465501130954e-38	2.78325784776963e-36	747.82	696.05	759.56	1456.3	1399.31	1330.13	KLHL24	kelch	like	TRUE
ENSG00000113739	1496.62	1.046	0.081	12.89	5.11555236276561e-38	3.31852652356615e-36	2190.56	1868.45	1990.47	1094.33	868.92	967	STC2	stanniocalcin	2	TRUE
ENSG00000165516	1180.202	-0.849	0.066	-12.885	5.45430702829378e-38	3.52532042176717e-36	851.6	819.16	857.88	1486.82	1508.8	1556.95	KLHDC2	kelch	domain	TRUE
ENSG00000198860	2115.783	0.704	0.055	12.877	6.05040838881102e-38	3.89633051169965e-36	2564.98	2595.75	2704.72	1596.25	1623.32	1609.68	TSEN15	tRNA	splicing	TRUE
ENSG00000154065	1573.865	-1.006	0.078	-12.868	6.82672233342318e-38	4.3802732935728e-36	1101.89	1058.75	979.33	1914.03	2363.65	2025.53	ANKRD29	ankyrin	repeat	TRUE
ENSG00000173267	254.153	1.839	0.143	12.852	8.32971897053032e-38	5.32528591431186e-36	394.77	433.73	363.39	106.28	95.43	131.32	SNCG	synuclein	gamma	TRUE
ENSG00000196139	1051.862	-0.99	0.077	-12.847	8.8897221553196e-38	5.66278510579835e-36	700	728.25	685.34	1272.16	1502.77	1422.65	AKR1C3	aldo-keto	reductase	TRUE
ENSG00000160752	4877.43	0.59	0.046	12.846	9.04195618127383e-38	5.7390401733301e-36	5750.59	5867.66	5963.69	3781.76	3897.57	4003.31	FDPS	farnesyl	diphosphate	TRUE
ENSG00000169607	665.311	1.147	0.089	12.827	1.16257229293826e-37	7.3525405408228e-36	905.53	851.36	992.82	428.26	423.91	389.98	CKAP2L	cytoskeleton	associated	TRUE
ENSG00000035499	479.71	1.278	0.1	12.779	2.15282539774819e-37	1.3566644336881e-35	669.48	644.91	722.93	304.1	270.22	266.62	DEPDC1B	DEP	domain	TRUE
ENSG00000140451	246.475	1.816	0.142	12.761	2.69835497462751e-37	1.69439407570471e-35	399.86	416.68	335.44	99.96	111.5	115.4	PIF1	PIF1	5'-to-3'	TRUE
